"Variable Code","Country or Area Code","Country or Area","Year(s) Code","Year(s)","Variant Code","Variant","Value"
"12","643","Russian Federation","93","2042","207","Lower 95 PI","128146.575"
"12","643","Russian Federation","92","2041","2","Medium","136709.408"
"12","643","Russian Federation","92","2041","3","High","143272.839"
"12","643","Russian Federation","92","2041","4","Low","130245.983"
"12","643","Russian Federation","92","2041","5","Constant fertility","135244.804"
"12","643","Russian Federation","92","2041","6","Instant replacement","144178.263"
"12","643","Russian Federation","92","2041","7","Zero migration","134135.362"
"12","643","Russian Federation","92","2041","8","Constant mortality","126972.093"
"12","643","Russian Federation","92","2041","9","No change","125525.484"
"12","643","Russian Federation","92","2041","10","Momentum","131736.339"
"12","643","Russian Federation","92","2041","16","Instant replacement zero migration","141457.157"
"12","643","Russian Federation","92","2041","202","Median PI","136709.409"
"12","643","Russian Federation","92","2041","203","Upper 80 PI","141345.741"
"12","643","Russian Federation","92","2041","204","Lower 80 PI","131860.53"
"12","643","Russian Federation","92","2041","206","Upper 95 PI","143418.71"
"12","643","Russian Federation","92","2041","207","Lower 95 PI","129119.013"
"12","643","Russian Federation","91","2040","2","Medium","137110.991"
"12","643","Russian Federation","91","2040","3","High","143261.976"
"12","643","Russian Federation","91","2040","4","Low","131064.463"
"12","643","Russian Federation","91","2040","5","Constant fertility","135778.489"
"12","643","Russian Federation","91","2040","6","Instant replacement","144240.502"
"12","643","Russian Federation","91","2040","7","Zero migration","134666.212"
"12","643","Russian Federation","91","2040","8","Constant mortality","127824.465"
"12","643","Russian Federation","91","2040","9","No change","126507.779"
"12","643","Russian Federation","91","2040","10","Momentum","132386.125"
"12","643","Russian Federation","91","2040","16","Instant replacement zero migration","141658.517"
"12","643","Russian Federation","91","2040","202","Median PI","137110.991"
"12","643","Russian Federation","91","2040","203","Upper 80 PI","141550.158"
"12","643","Russian Federation","91","2040","204","Lower 80 PI","132516.967"
"12","643","Russian Federation","91","2040","206","Upper 95 PI","143443.193"
"12","643","Russian Federation","91","2040","207","Lower 95 PI","129978.985"
"12","643","Russian Federation","90","2039","2","Medium","137521.801"
"12","643","Russian Federation","90","2039","3","High","143258.068"
"12","643","Russian Federation","90","2039","4","Low","131887.05"
"12","643","Russian Federation","90","2039","5","Constant fertility","136303.51"
"12","643","Russian Federation","90","2039","6","Instant replacement","144314.509"
"12","643","Russian Federation","90","2039","7","Zero migration","135205.593"
"12","643","Russian Federation","90","2039","8","Constant mortality","128698.628"
"12","643","Russian Federation","90","2039","9","No change","127494.2"
"12","643","Russian Federation","90","2039","10","Momentum","133059.541"
"12","643","Russian Federation","90","2039","16","Instant replacement zero migration","141870.772"
"12","643","Russian Federation","90","2039","202","Median PI","137521.801"
"12","643","Russian Federation","90","2039","203","Upper 80 PI","141727.698"
"12","643","Russian Federation","90","2039","204","Lower 80 PI","133171.51"
"12","643","Russian Federation","90","2039","206","Upper 95 PI","143498.037"
"12","643","Russian Federation","90","2039","207","Lower 95 PI","130762.349"
"12","643","Russian Federation","89","2038","2","Medium","137938.508"
"12","643","Russian Federation","89","2038","3","High","143259.41"
"12","643","Russian Federation","89","2038","4","Low","132710.551"
"12","643","Russian Federation","89","2038","5","Constant fertility","136822.695"
"12","643","Russian Federation","89","2038","6","Instant replacement","144398.698"
"12","643","Russian Federation","89","2038","7","Zero migration","135750.22"
"12","643","Russian Federation","89","2038","8","Constant mortality","129590.385"
"12","643","Russian Federation","89","2038","9","No change","128486.667"
"12","643","Russian Federation","89","2038","10","Momentum","133754.115"
"12","643","Russian Federation","89","2038","16","Instant replacement zero migration","142092.309"
"12","643","Russian Federation","89","2038","202","Median PI","137938.508"
"12","643","Russian Federation","89","2038","203","Upper 80 PI","141894.484"
"12","643","Russian Federation","89","2038","204","Lower 80 PI","133902.581"
"12","643","Russian Federation","89","2038","206","Upper 95 PI","143643.918"
"12","643","Russian Federation","89","2038","207","Lower 95 PI","131587.544"
"12","643","Russian Federation","88","2037","2","Medium","138360.672"
"12","643","Russian Federation","88","2037","3","High","143267.283"
"12","643","Russian Federation","88","2037","4","Low","133534.79"
"12","643","Russian Federation","88","2037","5","Constant fertility","137339.076"
"12","643","Russian Federation","88","2037","6","Instant replacement","144491.255"
"12","643","Russian Federation","88","2037","7","Zero migration","136299.608"
"12","643","Russian Federation","88","2037","8","Constant mortality","130498.057"
"12","643","Russian Federation","88","2037","9","No change","129486.944"
"12","643","Russian Federation","88","2037","10","Momentum","134466.744"
"12","643","Russian Federation","88","2037","16","Instant replacement zero migration","142321.274"
"12","643","Russian Federation","88","2037","202","Median PI","138360.672"
"12","643","Russian Federation","88","2037","203","Upper 80 PI","142043.63"
"12","643","Russian Federation","88","2037","204","Lower 80 PI","134649.869"
"12","643","Russian Federation","88","2037","206","Upper 95 PI","143755.913"
"12","643","Russian Federation","88","2037","207","Lower 95 PI","132476.73"
"12","643","Russian Federation","87","2036","2","Medium","138790.761"
"12","643","Russian Federation","87","2036","3","High","143285.766"
"12","643","Russian Federation","87","2036","4","Low","134362.58"
"12","643","Russian Federation","87","2036","5","Constant fertility","137855.218"
"12","643","Russian Federation","87","2036","6","Instant replacement","144590.222"
"12","643","Russian Federation","87","2036","7","Zero migration","136856.043"
"12","643","Russian Federation","87","2036","8","Constant mortality","131422.896"
"12","643","Russian Federation","87","2036","9","No change","130496.377"
"12","643","Russian Federation","87","2036","10","Momentum","135194.206"
"12","643","Russian Federation","87","2036","16","Instant replacement zero migration","142555.611"
"12","643","Russian Federation","87","2036","202","Median PI","138790.762"
"12","643","Russian Federation","87","2036","203","Upper 80 PI","142176.345"
"12","643","Russian Federation","87","2036","204","Lower 80 PI","135344.721"
"12","643","Russian Federation","87","2036","206","Upper 95 PI","143809.225"
"12","643","Russian Federation","87","2036","207","Lower 95 PI","133344.657"
"12","643","Russian Federation","86","2035","2","Medium","139227.987"
"12","643","Russian Federation","86","2035","3","High","143315.293"
"12","643","Russian Federation","86","2035","4","Low","135193.587"
"12","643","Russian Federation","86","2035","5","Constant fertility","138373.111"
"12","643","Russian Federation","86","2035","6","Instant replacement","144693.565"
"12","643","Russian Federation","86","2035","7","Zero migration","137418.63"
"12","643","Russian Federation","86","2035","8","Constant mortality","132362.766"
"12","643","Russian Federation","86","2035","9","No change","131515.593"
"12","643","Russian Federation","86","2035","10","Momentum","135933.022"
"12","643","Russian Federation","86","2035","16","Instant replacement zero migration","142793.171"
"12","643","Russian Federation","86","2035","202","Median PI","139227.987"
"12","643","Russian Federation","86","2035","203","Upper 80 PI","142333.587"
"12","643","Russian Federation","86","2035","204","Lower 80 PI","136065.034"
"12","643","Russian Federation","86","2035","206","Upper 95 PI","143881.484"
"12","643","Russian Federation","86","2035","207","Lower 95 PI","134192.482"
"12","643","Russian Federation","85","2034","2","Medium","139670.938"
"12","643","Russian Federation","85","2034","3","High","143354.947"
"12","643","Russian Federation","85","2034","4","Low","136027.027"
"12","643","Russian Federation","85","2034","5","Constant fertility","138893.796"
"12","643","Russian Federation","85","2034","6","Instant replacement","144798.864"
"12","643","Russian Federation","85","2034","7","Zero migration","137985.862"
"12","643","Russian Federation","85","2034","8","Constant mortality","133314.901"
"12","643","Russian Federation","85","2034","9","No change","132544.256"
"12","643","Russian Federation","85","2034","10","Momentum","136679.297"
"12","643","Russian Federation","85","2034","16","Instant replacement zero migration","143031.413"
"12","643","Russian Federation","85","2034","202","Median PI","139670.938"
"12","643","Russian Federation","85","2034","203","Upper 80 PI","142536.614"
"12","643","Russian Federation","85","2034","204","Lower 80 PI","136774.744"
"12","643","Russian Federation","85","2034","206","Upper 95 PI","143961.61"
"12","643","Russian Federation","85","2034","207","Lower 95 PI","135066.479"
"12","643","Russian Federation","84","2033","2","Medium","140115.666"
"12","643","Russian Federation","84","2033","3","High","143400.373"
"12","643","Russian Federation","84","2033","4","Low","136859.848"
"12","643","Russian Federation","84","2033","5","Constant fertility","139415.913"
"12","643","Russian Federation","84","2033","6","Instant replacement","144901.929"
"12","643","Russian Federation","84","2033","7","Zero migration","138553.683"
"12","643","Russian Federation","84","2033","8","Constant mortality","134275.368"
"12","643","Russian Federation","84","2033","9","No change","133581.006"
"12","643","Russian Federation","84","2033","10","Momentum","137428.699"
"12","643","Russian Federation","84","2033","16","Instant replacement zero migration","143265.992"
"12","643","Russian Federation","84","2033","202","Median PI","140115.666"
"12","643","Russian Federation","84","2033","203","Upper 80 PI","142763.593"
"12","643","Russian Federation","84","2033","204","Lower 80 PI","137476.43"
"12","643","Russian Federation","84","2033","206","Upper 95 PI","144064.125"
"12","643","Russian Federation","84","2033","207","Lower 95 PI","135963.806"
"12","643","Russian Federation","83","2032","2","Medium","140559.555"
"12","643","Russian Federation","83","2032","3","High","143447.889"
"12","643","Russian Federation","83","2032","4","Low","137690.628"
"12","643","Russian Federation","83","2032","5","Constant fertility","139938.409"
"12","643","Russian Federation","83","2032","6","Instant replacement","144999.232"
"12","643","Russian Federation","83","2032","7","Zero migration","139119.35"
"12","643","Russian Federation","83","2032","8","Constant mortality","135240.314"
"12","643","Russian Federation","83","2032","9","No change","134623.549"
"12","643","Russian Federation","83","2032","10","Momentum","138176.254"
"12","643","Russian Federation","83","2032","16","Instant replacement zero migration","143493.205"
"12","643","Russian Federation","83","2032","202","Median PI","140559.555"
"12","643","Russian Federation","83","2032","203","Upper 80 PI","142990.828"
"12","643","Russian Federation","83","2032","204","Lower 80 PI","138183.732"
"12","643","Russian Federation","83","2032","206","Upper 95 PI","144189.652"
"12","643","Russian Federation","83","2032","207","Lower 95 PI","136808.647"
"12","643","Russian Federation","82","2031","2","Medium","141000.041"
"12","643","Russian Federation","82","2031","3","High","143532.523"
"12","643","Russian Federation","82","2031","4","Low","138479.4"
"12","643","Russian Federation","82","2031","5","Constant fertility","140459.372"
"12","643","Russian Federation","82","2031","6","Instant replacement","145086.914"
"12","643","Russian Federation","82","2031","7","Zero migration","139679.909"
"12","643","Russian Federation","82","2031","8","Constant mortality","136206.16"
"12","643","Russian Federation","82","2031","9","No change","135668.954"
"12","643","Russian Federation","82","2031","10","Momentum","138916.682"
"12","643","Russian Federation","82","2031","16","Instant replacement zero migration","143708.766"
"12","643","Russian Federation","82","2031","202","Median PI","141000.041"
"12","643","Russian Federation","82","2031","203","Upper 80 PI","143187.245"
"12","643","Russian Federation","82","2031","204","Lower 80 PI","138887.733"
"12","643","Russian Federation","82","2031","206","Upper 95 PI","144254.673"
"12","643","Russian Federation","82","2031","207","Lower 95 PI","137666.992"
"12","643","Russian Federation","81","2030","2","Medium","141432.741"
"12","643","Russian Federation","81","2030","3","High","143648.548"
"12","643","Russian Federation","81","2030","4","Low","139223.083"
"12","643","Russian Federation","81","2030","5","Constant fertility","140974.829"
"12","643","Russian Federation","81","2030","6","Instant replacement","145159.619"
"12","643","Russian Federation","81","2030","7","Zero migration","140230.482"
"12","643","Russian Federation","81","2030","8","Constant mortality","137169.167"
"12","643","Russian Federation","81","2030","9","No change","136713.891"
"12","643","Russian Federation","81","2030","10","Momentum","139644.701"
"12","643","Russian Federation","81","2030","16","Instant replacement zero migration","143906.774"
"12","643","Russian Federation","81","2030","202","Median PI","141432.741"
"12","643","Russian Federation","81","2030","203","Upper 80 PI","143362.315"
"12","643","Russian Federation","81","2030","204","Lower 80 PI","139581.871"
"12","643","Russian Federation","81","2030","206","Upper 95 PI","144322.117"
"12","643","Russian Federation","81","2030","207","Lower 95 PI","138511.568"
"12","643","Russian Federation","80","2029","2","Medium","141854.94"
"12","643","Russian Federation","80","2029","3","High","143753.026"
"12","643","Russian Federation","80","2029","4","Low","139958.967"
"12","643","Russian Federation","80","2029","5","Constant fertility","141480.065"
"12","643","Russian Federation","80","2029","6","Instant replacement","145211.829"
"12","643","Russian Federation","80","2029","7","Zero migration","140768.041"
"12","643","Russian Federation","80","2029","8","Constant mortality","138127.682"
"12","643","Russian Federation","80","2029","9","No change","137754.717"
"12","643","Russian Federation","80","2029","10","Momentum","140355.488"
"12","643","Russian Federation","80","2029","16","Instant replacement zero migration","144081.382"
"12","643","Russian Federation","80","2029","202","Median PI","141854.941"
"12","643","Russian Federation","80","2029","203","Upper 80 PI","143532.232"
"12","643","Russian Federation","80","2029","204","Lower 80 PI","140245.044"
"12","643","Russian Federation","80","2029","206","Upper 95 PI","144380.916"
"12","643","Russian Federation","80","2029","207","Lower 95 PI","139307.524"
"12","643","Russian Federation","79","2028","2","Medium","142263.18"
"12","643","Russian Federation","79","2028","3","High","143841.158"
"12","643","Russian Federation","79","2028","4","Low","140684.848"
"12","643","Russian Federation","79","2028","5","Constant fertility","141970.653"
"12","643","Russian Federation","79","2028","6","Instant replacement","145238.681"
"12","643","Russian Federation","79","2028","7","Zero migration","141289.04"
"12","643","Russian Federation","79","2028","8","Constant mortality","139078.875"
"12","643","Russian Federation","79","2028","9","No change","138787.649"
"12","643","Russian Federation","79","2028","10","Momentum","141044.644"
"12","643","Russian Federation","79","2028","16","Instant replacement zero migration","144227.595"
"12","643","Russian Federation","79","2028","202","Median PI","142263.181"
"12","643","Russian Federation","79","2028","203","Upper 80 PI","143687.447"
"12","643","Russian Federation","79","2028","204","Lower 80 PI","140879.884"
"12","643","Russian Federation","79","2028","206","Upper 95 PI","144409.937"
"12","643","Russian Federation","79","2028","207","Lower 95 PI","140085.754"
"12","643","Russian Federation","78","2027","2","Medium","142662.574"
"12","643","Russian Federation","78","2027","3","High","143916.568"
"12","643","Russian Federation","78","2027","4","Low","141407.091"
"12","643","Russian Federation","78","2027","5","Constant fertility","142447.785"
"12","643","Russian Federation","78","2027","6","Instant replacement","145241.297"
"12","643","Russian Federation","78","2027","7","Zero migration","141791.721"
"12","643","Russian Federation","78","2027","8","Constant mortality","140029.559"
"12","643","Russian Federation","78","2027","9","No change","139815.579"
"12","643","Russian Federation","78","2027","10","Momentum","141708.122"
"12","643","Russian Federation","78","2027","16","Instant replacement zero migration","144339.717"
"12","643","Russian Federation","78","2027","202","Median PI","142662.574"
"12","643","Russian Federation","78","2027","203","Upper 80 PI","143845.468"
"12","643","Russian Federation","78","2027","204","Lower 80 PI","141501.06"
"12","643","Russian Federation","78","2027","206","Upper 95 PI","144468.062"
"12","643","Russian Federation","78","2027","207","Lower 95 PI","140830.038"
"12","643","Russian Federation","77","2026","2","Medium","143065.413"
"12","643","Russian Federation","77","2026","3","High","144052.425"
"12","643","Russian Federation","77","2026","4","Low","142076.727"
"12","643","Russian Federation","77","2026","5","Constant fertility","142918.924"
"12","643","Russian Federation","77","2026","6","Instant replacement","145227.302"
"12","643","Russian Federation","77","2026","7","Zero migration","142274.638"
"12","643","Russian Federation","77","2026","8","Constant mortality","140994.093"
"12","643","Russian Federation","77","2026","9","No change","140848.055"
"12","643","Russian Federation","77","2026","10","Momentum","142341.991"
"12","643","Russian Federation","77","2026","16","Instant replacement zero migration","144411.796"
"12","643","Russian Federation","77","2026","202","Median PI","143065.414"
"12","643","Russian Federation","77","2026","203","Upper 80 PI","144028.279"
"12","643","Russian Federation","77","2026","204","Lower 80 PI","142122.858"
"12","643","Russian Federation","77","2026","206","Upper 95 PI","144530.405"
"12","643","Russian Federation","77","2026","207","Lower 95 PI","141543.517"
"12","643","Russian Federation","76","2025","2","Medium","143494.21"
"12","643","Russian Federation","76","2025","3","High","144271.182"
"12","643","Russian Federation","76","2025","4","Low","142715.919"
"12","643","Russian Federation","76","2025","5","Constant fertility","143406.206"
"12","643","Russian Federation","76","2025","6","Instant replacement","145218.922"
"12","643","Russian Federation","76","2025","7","Zero migration","142732.96"
"12","643","Russian Federation","76","2025","8","Constant mortality","141996.144"
"12","643","Russian Federation","76","2025","9","No change","141908.352"
"12","643","Russian Federation","76","2025","10","Momentum","142942.461"
"12","643","Russian Federation","76","2025","16","Instant replacement zero migration","144439.042"
"12","643","Russian Federation","76","2025","202","Median PI","143494.21"
"12","643","Russian Federation","76","2025","203","Upper 80 PI","144241.327"
"12","643","Russian Federation","76","2025","204","Lower 80 PI","142759.265"
"12","643","Russian Federation","76","2025","206","Upper 95 PI","144625.026"
"12","643","Russian Federation","76","2025","207","Lower 95 PI","142282.585"
"12","643","Russian Federation","75","2024","2","Medium","143957.079"
"12","643","Russian Federation","75","2024","3","High","144518.72"
"12","643","Russian Federation","75","2024","4","Low","143394.663"
"12","643","Russian Federation","75","2024","5","Constant fertility","143915.829"
"12","643","Russian Federation","75","2024","6","Instant replacement","145222.6"
"12","643","Russian Federation","75","2024","7","Zero migration","143161.931"
"12","643","Russian Federation","75","2024","8","Constant mortality","143046.598"
"12","643","Russian Federation","75","2024","9","No change","143005.421"
"12","643","Russian Federation","75","2024","10","Momentum","143506.186"
"12","643","Russian Federation","75","2024","16","Instant replacement zero migration","144415.5"
"12","643","Russian Federation","75","2024","202","Median PI","143957.078"
"12","643","Russian Federation","75","2024","203","Upper 80 PI","144494.643"
"12","643","Russian Federation","75","2024","204","Lower 80 PI","143420.413"
"12","643","Russian Federation","75","2024","206","Upper 95 PI","144760.893"
"12","643","Russian Federation","75","2024","207","Lower 95 PI","143096.525"
"12","643","Russian Federation","74","2023","2","Medium","144444.359"
"12","643","Russian Federation","74","2023","3","High","144784.454"
"12","643","Russian Federation","74","2023","4","Low","144103.957"
"12","643","Russian Federation","74","2023","5","Constant fertility","144433.753"
"12","643","Russian Federation","74","2023","6","Instant replacement","145224.382"
"12","643","Russian Federation","74","2023","7","Zero migration","143560.118"
"12","643","Russian Federation","74","2023","8","Constant mortality","144138.024"
"12","643","Russian Federation","74","2023","9","No change","144127.432"
"12","643","Russian Federation","74","2023","10","Momentum","144030.063"
"12","643","Russian Federation","74","2023","16","Instant replacement zero migration","144335.935"
"12","643","Russian Federation","74","2023","202","Median PI","144444.359"
"12","643","Russian Federation","74","2023","203","Upper 80 PI","144784.981"
"12","643","Russian Federation","74","2023","204","Lower 80 PI","144093.621"
"12","643","Russian Federation","74","2023","206","Upper 95 PI","144952.272"
"12","643","Russian Federation","74","2023","207","Lower 95 PI","143912.55"
"12","643","Russian Federation","73","2022","2","Medium","144713.314"
"12","643","Russian Federation","73","2022","3","High","144827.144"
"12","643","Russian Federation","73","2022","4","Low","144599.424"
"12","643","Russian Federation","73","2022","5","Constant fertility","144713.314"
"12","643","Russian Federation","73","2022","6","Instant replacement","144978.312"
"12","643","Russian Federation","73","2022","7","Zero migration","144242.095"
"12","643","Russian Federation","73","2022","8","Constant mortality","144713.314"
"12","643","Russian Federation","73","2022","9","No change","144713.314"
"12","643","Russian Federation","73","2022","10","Momentum","144507.092"
"12","643","Russian Federation","73","2022","16","Instant replacement zero migration","144507.092"
"12","643","Russian Federation","73","2022","202","Median PI","144713.314"
"12","643","Russian Federation","73","2022","203","Upper 80 PI","144835.623"
"12","643","Russian Federation","73","2022","204","Lower 80 PI","144583.446"
"12","643","Russian Federation","73","2022","206","Upper 95 PI","144900.096"
"12","643","Russian Federation","73","2022","207","Lower 95 PI","144518.316"
"12","643","Russian Federation","72","2021","2","Medium","145102.755"
"12","643","Russian Federation","71","2020","2","Medium","145617.329"
"12","643","Russian Federation","70","2019","2","Medium","145742.286"
"12","643","Russian Federation","69","2018","2","Medium","145652.293"
"12","643","Russian Federation","68","2017","2","Medium","145452.536"
"12","643","Russian Federation","67","2016","2","Medium","145109.157"
"12","643","Russian Federation","66","2015","2","Medium","144668.389"
"12","643","Russian Federation","65","2014","2","Medium","144285.07"
"12","643","Russian Federation","64","2013","2","Medium","143956.866"
"12","643","Russian Federation","63","2012","2","Medium","143629.362"
"12","643","Russian Federation","62","2011","2","Medium","143364.543"
"12","643","Russian Federation","61","2010","2","Medium","143242.599"
"12","643","Russian Federation","60","2009","2","Medium","143163.643"
"12","643","Russian Federation","59","2008","2","Medium","143086.549"
"12","643","Russian Federation","58","2007","2","Medium","143117.693"
"12","643","Russian Federation","57","2006","2","Medium","143338.669"
"12","643","Russian Federation","56","2005","2","Medium","143800.049"
"12","643","Russian Federation","55","2004","2","Medium","144353.636"
"12","643","Russian Federation","54","2003","2","Medium","144946.723"
"12","643","Russian Federation","53","2002","2","Medium","145590.136"
"12","643","Russian Federation","52","2001","2","Medium","146235.53"
"12","643","Russian Federation","51","2000","2","Medium","146844.839"
"12","643","Russian Federation","50","1999","2","Medium","147336.388"
"12","643","Russian Federation","49","1998","2","Medium","147672.728"
"12","643","Russian Federation","48","1997","2","Medium","147939.972"
"12","643","Russian Federation","47","1996","2","Medium","148233.411"
"12","643","Russian Federation","46","1995","2","Medium","148557.451"
"12","643","Russian Federation","45","1994","2","Medium","148829.113"
"12","643","Russian Federation","44","1993","2","Medium","148897.27"
"12","643","Russian Federation","43","1992","2","Medium","148725.601"
"12","643","Russian Federation","42","1991","2","Medium","148455.402"
"12","643","Russian Federation","41","1990","2","Medium","148005.704"
"12","643","Russian Federation","40","1989","2","Medium","147341.508"
"12","643","Russian Federation","39","1988","2","Medium","146464.378"
"12","643","Russian Federation","38","1987","2","Medium","145312.019"
"12","643","Russian Federation","37","1986","2","Medium","144046.482"
"12","643","Russian Federation","36","1985","2","Medium","142896.392"
"12","643","Russian Federation","35","1984","2","Medium","141892.552"
"12","643","Russian Federation","34","1983","2","Medium","140854.123"
"12","643","Russian Federation","33","1982","2","Medium","139848.005"
"12","643","Russian Federation","32","1981","2","Medium","139002.88"
"12","643","Russian Federation","31","1980","2","Medium","138257.42"
"12","643","Russian Federation","30","1979","2","Medium","137510.309"
"12","643","Russian Federation","29","1978","2","Medium","136659.133"
"12","643","Russian Federation","28","1977","2","Medium","135712.068"
"12","643","Russian Federation","27","1976","2","Medium","134764.462"
"12","643","Russian Federation","26","1975","2","Medium","133841.842"
"12","643","Russian Federation","25","1974","2","Medium","132970.443"
"12","643","Russian Federation","24","1973","2","Medium","132191.634"
"12","643","Russian Federation","23","1972","2","Medium","131456.435"
"12","643","Russian Federation","22","1971","2","Medium","130719.659"
"12","643","Russian Federation","21","1970","2","Medium","130093.01"
"12","643","Russian Federation","20","1969","2","Medium","129489.455"
"12","643","Russian Federation","19","1968","2","Medium","128822.373"
"12","643","Russian Federation","18","1967","2","Medium","128111.727"
"12","643","Russian Federation","17","1966","2","Medium","127293.948"
"12","643","Russian Federation","16","1965","2","Medium","126400.607"
"12","643","Russian Federation","15","1964","2","Medium","125394.235"
"12","643","Russian Federation","14","1963","2","Medium","124227.725"
"12","643","Russian Federation","13","1962","2","Medium","122914.605"
"12","643","Russian Federation","12","1961","2","Medium","121408.978"
"12","643","Russian Federation","11","1960","2","Medium","119735.095"
"12","643","Russian Federation","10","1959","2","Medium","118076.84"
"12","643","Russian Federation","9","1958","2","Medium","116373.652"
"12","643","Russian Federation","8","1957","2","Medium","114590.996"
"12","643","Russian Federation","7","1956","2","Medium","112783.329"
"12","643","Russian Federation","6","1955","2","Medium","110971.852"
"12","643","Russian Federation","5","1954","2","Medium","109221.068"
"12","643","Russian Federation","4","1953","2","Medium","107493.129"
"12","643","Russian Federation","3","1952","2","Medium","105790.045"
"12","643","Russian Federation","2","1951","2","Medium","104151.68"
"12","643","Russian Federation","1","1950","2","Medium","102580.107"

